crr_Nom;psu_Nem;psu_Leng;psu_Mate;psu_Cie;psu_Pond;Longitud;Latitud;cred_apr;distancia;F;M;PARTICULAR_SUBVENCIONADO;PARTICULAR_PAGADO;MUNICIPAL;c1;c2;c3;c4
INGENIERIA CIVIL - PLAN COMUN;661;617;711;645;675;-72.0864497;-36.5938213;0;88.776891;1;0;1;0;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;708;654;656;551;670;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL AEROESPACIAL;620;702;696;639;669;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;665;589;706;602;665;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;682;548;696;642;664;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;661;668;666;616;658;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL MECANICA;661;594;641;592;658;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL AEROESPACIAL;661;569;661;614;640;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;616;560;673;605;626;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;558;569;670;619;619;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;647;457;590;569;592;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;528;634;628;647;591;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;496;510;624;568;567;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL INDUSTRIAL;682;712;713;674;699;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL;723;607;719;609;687;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;620;774;695;623;677;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;682;683;699;583;675;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL MECANICA;682;663;682;630;671;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL MECANICA;661;496;725;604;657;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;682;626;673;561;651;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL MECANICA;682;575;656;600;642;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;599;559;702;600;640;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL INDUSTRIAL;641;534;682;581;634;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL MECANICA;661;576;644;579;628;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;641;527;661;580;624;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;476;657;682;630;619;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;641;547;569;571;584;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;517;589;606;567;575;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;496;537;618;590;571;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL INFORMATICA;665;694;702;663;684;-72.0864497;-36.5938213;0;88.776891;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;599;551;658;595;618;-72.0864497;-36.5938213;0;88.776891;1;0;1;0;0;0;0;0;1
INGENIERIA CIVIL MECANICA;760;726;747;732;754;-71.9484688;-36.4189941;37;107.403088;0;1;1;0;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;723;641;708;739;709;-71.9484688;-36.4189941;36;107.403088;1;0;1;0;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;661;569;811;602;706;-71.9484688;-36.4189941;36;107.403088;1;0;1;0;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;805;683;713;626;718;-71.9484688;-36.4189941;36;107.403088;0;1;1;0;0;1;0;0;0
INGENIERIA CIVIL METALURGICA;601;582;671;672;631;-71.9484688;-36.4189941;30;107.403088;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;764;582;648;592;659;-71.9484688;-36.4189941;30;107.403088;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;647;606;696;691;666;-71.9484688;-36.4189941;27;107.403088;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;620;589;672;586;634;-71.9484688;-36.4189941;25;107.403088;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;647;639;669;630;654;-71.9484688;-36.4189941;24;107.403088;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;678;636;712;664;692;-71.9484688;-36.4189941;23;107.403088;0;1;1;0;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;694;685;681;640;694;-71.9484688;-36.4189941;20;107.403088;0;1;1;0;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;694;685;681;640;694;-71.9484688;-36.4189941;14;107.403088;0;1;1;0;0;1;0;0;0
INGENIERIA CIVIL METALURGICA;723;614;669;589;662;-71.9484688;-36.4189941;12;107.403088;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;599;564;645;520;603;-71.9484688;-36.4189941;0;107.403088;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;702;586;545;594;598;-71.9484688;-36.4189941;0;107.403088;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL;744;582;677;638;691;-71.9484688;-36.4189941;0;107.403088;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;579;683;642;579;623;-71.9484688;-36.4189941;0;107.403088;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL;744;761;652;680;696;-71.9484688;-36.4189941;0;107.403088;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;496;590;763;637;651;-71.9484688;-36.4189941;0;107.403088;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL INDUSTRIAL;785;752;818;760;791;-72.3291848;-37.4670224;36;94.660339;0;1;0;1;0;1;0;0;0
INGENIERiA CIVIL DE MINAS;682;762;818;739;767;-72.3291848;-37.4670224;36;94.660339;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL ELECTRICA;770;672;634;619;713;-72.3291848;-37.4670224;36;94.660339;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;702;712;702;741;709;-72.3291848;-37.4670224;36;94.660339;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;682;636;711;617;678;-72.3291848;-37.4670224;36;94.660339;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL ELECTRICA;620;547;642;657;625;-72.3291848;-37.4670224;36;94.660339;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;744;674;831;727;770;-72.3291848;-37.4670224;36;94.660339;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;682;574;761;743;711;-72.3291848;-37.4670224;36;94.660339;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;702;541;640;637;640;-72.3291848;-37.4670224;36;94.660339;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;688;630;707;615;696;-72.3291848;-37.4670224;35;94.660339;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;678;571;696;660;678;-72.3291848;-37.4670224;35;94.660339;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL;723;641;716;697;704;-72.3291848;-37.4670224;33;94.660339;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;744;707;745;627;727;-72.3291848;-37.4670224;32;94.660339;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;663;568;626;651;647;-72.3291848;-37.4670224;30;94.660339;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;558;660;636;636;620;-72.3291848;-37.4670224;30;94.660339;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;719;567;727;685;713;-72.3291848;-37.4670224;29;94.660339;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL ELECTRONICA;610;598;679;552;632;-72.3291848;-37.4670224;29;94.660339;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;517;629;671;672;626;-72.3291848;-37.4670224;24;94.660339;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;610;710;685;622;657;-72.3291848;-37.4670224;24;94.660339;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL INFORMATICA;659;636;685;639;672;-72.3291848;-37.4670224;18;94.660339;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL DE MATERIALES;548;534;651;593;586;-72.3291848;-37.4670224;18;94.660339;1;0;0;1;0;0;0;1;0
INGENIERIA CIVIL MECANICA;579;648;695;662;654;-72.3291848;-37.4670224;18;94.660339;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;599;562;649;552;609;-72.3291848;-37.4670224;18;94.660339;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;661;574;684;637;655;-72.3291848;-37.4670224;18;94.660339;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;661;551;630;608;623;-72.3291848;-37.4670224;15;94.660339;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL BIOMEDICA;538;629;626;634;606;-72.3291848;-37.4670224;15;94.660339;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;702;581;640;647;648;-72.3291848;-37.4670224;10;94.660339;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;682;638;620;628;639;-72.3291848;-37.4670224;6;94.660339;1;0;0;1;0;0;0;0;1
INGENIERIA CIVIL ELECTRICA;620;552;623;567;603;-72.3291848;-37.4670224;4;94.660339;0;1;0;1;0;0;0;0;1
INGENIERiA CIVIL DE MINAS;738;607;639;630;689;-72.3291848;-37.4670224;0;94.660339;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;579;490;640;563;591;-72.3291848;-37.4670224;0;94.660339;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;641;516;606;609;602;-72.3291848;-37.4670224;0;94.660339;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL INFORMATICA;538;611;656;568;589;-72.3291848;-37.4670224;0;94.660339;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL ELECTRONICA;538;629;626;634;586;-72.3291848;-37.4670224;0;94.660339;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;702;586;593;615;652;-72.3291848;-37.4670224;0;94.660339;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL ELECTRONICA;579;531;738;663;656;-72.3291848;-37.4670224;0;94.660339;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL ELECTRONICA;579;556;739;619;654;-72.3291848;-37.4670224;0;94.660339;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL INFORMATICA;599;585;724;603;654;-72.3291848;-37.4670224;0;94.660339;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;775;612;660;732;725;-72.3291848;-37.4670224;0;94.660339;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL MECANICA;641;589;657;626;638;-72.3291848;-37.4670224;0;94.660339;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL AEROESPACIAL;822;684;673;714;745;-73.048829;-36.857415;40;8.198763;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL BIOMEDICA;599;624;705;591;649;-73.0283158;-36.9025;37;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;764;680;624;634;697;-73.048829;-36.857415;37;8.198763;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;785;674;795;682;757;-73.0283158;-36.9025;37;8.198763;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL BIOMEDICA;682;722;777;680;730;-73.0283158;-36.9025;37;8.198763;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL BIOMEDICA;702;631;795;590;716;-73.0283158;-36.9025;37;8.198763;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;785;776;831;766;802;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;764;779;806;808;792;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;723;706;850;751;782;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;620;722;832;688;741;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;764;706;761;679;741;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;723;603;756;727;720;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL ELECTRONICA;641;655;785;686;715;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;620;638;776;741;711;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL;579;635;822;661;709;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;764;609;701;680;700;-73.0283158;-36.9025;36;8.198763;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;723;581;728;677;697;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;682;603;716;703;689;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;702;626;718;638;688;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;682;659;701;680;687;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL;682;674;725;576;684;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;702;613;695;670;681;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL;744;635;661;649;676;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;620;569;739;688;676;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL MECANICA;641;645;695;615;662;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;558;607;739;653;661;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;579;536;702;731;651;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;702;594;640;630;647;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;661;582;667;604;643;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL ELECTRONICA;579;589;702;596;638;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;661;497;657;605;626;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL ELECTRICA;620;567;624;636;616;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;620;510;652;598;615;-73.0283158;-36.9025;36;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL INDUSTRIAL;723;691;682;699;696;-73.0283158;-36.9025;33;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL;723;618;702;667;689;-73.0283158;-36.9025;33;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;579;603;774;638;679;-73.0283158;-36.9025;33;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL;805;776;718;715;748;-73.0283158;-36.9025;30;8.198763;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;661;620;831;649;730;-73.0283158;-36.9025;30;8.198763;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL;702;587;774;614;704;-73.0283158;-36.9025;30;8.198763;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;723;626;800;694;739;-73.0283158;-36.9025;28;8.198763;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;641;607;719;722;683;-73.0283158;-36.9025;28;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;641;601;661;518;626;-73.0283158;-36.9025;28;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL;661;502;627;600;613;-73.0283158;-36.9025;28;8.198763;1;0;0;1;0;0;0;1;0
INGENIERIA CIVIL;744;650;777;648;730;-73.0283158;-36.9025;27;8.198763;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;702;667;756;677;717;-73.0283158;-36.9025;27;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;723;727;713;650;708;-73.0283158;-36.9025;27;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL;661;650;748;641;696;-73.0283158;-36.9025;27;8.198763;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;641;631;714;659;675;-73.0283158;-36.9025;27;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL MECANICA;579;620;694;716;657;-73.0283158;-36.9025;27;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;599;624;708;592;651;-73.0283158;-36.9025;27;8.198763;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;538;593;716;688;649;-73.0283158;-36.9025;27;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;558;607;713;617;644;-73.0283158;-36.9025;27;8.198763;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL;579;574;684;582;626;-73.0283158;-36.9025;27;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL;641;689;688;670;674;-73.0283158;-36.9025;25;8.198763;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;682;691;694;708;693;-73.0283158;-36.9025;24;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;599;674;673;715;661;-73.0283158;-36.9025;24;8.198763;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL INFORMATICA;620;678;701;699;677;-73.0283158;-36.9025;22;8.198763;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL DE MATERIALES;579;557;681;630;629;-73.0283158;-36.9025;21;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;579;592;828;655;704;-73.0283158;-36.9025;19;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;661;594;636;619;633;-73.0283158;-36.9025;19;8.198763;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;641;655;644;543;630;-73.0283158;-36.9025;19;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;744;736;702;662;712;-73.0283158;-36.9025;18;8.198763;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;620;547;822;608;698;-73.0283158;-36.9025;18;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;579;576;631;609;606;-73.0283158;-36.9025;18;8.198763;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;661;546;595;584;603;-73.0283158;-36.9025;18;8.198763;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL ELECTRONICA;517;479;673;548;586;-73.0283158;-36.9025;18;8.198763;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL MECANICA;579;452;645;507;579;-73.0283158;-36.9025;18;8.198763;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL QUIMICA;744;620;673;682;684;-73.0283158;-36.9025;17;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;641;641;702;629;667;-73.0283158;-36.9025;17;8.198763;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL ELECTRONICA;599;589;739;584;658;-73.0283158;-36.9025;17;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;641;601;694;634;658;-73.0283158;-36.9025;17;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;702;576;701;638;673;-73.0283158;-36.9025;15;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;641;547;627;602;615;-73.0283158;-36.9025;15;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL QUIMICA;661;723;767;623;712;-73.0283158;-36.9025;9;8.198763;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL INFORMATICA;641;631;640;612;635;-73.0283158;-36.9025;9;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;538;607;686;642;631;-73.0283158;-36.9025;9;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;599;546;644;584;609;-73.0283158;-36.9025;9;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL INDUSTRIAL;723;679;707;688;704;-73.0283158;-36.9025;8;8.198763;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL METALURGICA;661;650;645;656;651;-73.0283158;-36.9025;8;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;599;614;666;602;632;-73.0283158;-36.9025;8;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL ELECTRICA;599;596;631;636;619;-73.0283158;-36.9025;8;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL ELECTRICA;579;620;650;576;617;-73.0283158;-36.9025;8;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL INDUSTRIAL;599;482;604;586;582;-73.0283158;-36.9025;8;8.198763;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;641;710;645;628;651;-73.0283158;-36.9025;3;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;744;723;688;634;699;-73.0283158;-36.9025;0;8.198763;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;599;716;652;595;640;-73.0283158;-36.9025;0;8.198763;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;702;601;650;567;639;-73.0283158;-36.9025;0;8.198763;1;0;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;579;609;666;613;628;-73.0283158;-36.9025;0;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL ELECTRICA;579;561;648;620;614;-73.0283158;-36.9025;0;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;538;541;667;592;605;-73.0283158;-36.9025;0;8.198763;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;558;532;611;468;564;-73.0283158;-36.9025;0;8.198763;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;517;548;601;537;562;-73.0283158;-36.9025;0;8.198763;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL;661;607;822;615;718;-73.0283158;-36.9025;0;8.198763;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;744;682;718;703;717;-73.0283158;-36.9025;0;8.198763;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL BIOMEDICA;682;642;702;641;679;-73.0283158;-36.9025;0;8.198763;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;620;582;702;619;651;-73.0283158;-36.9025;0;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL INFORMATICA;641;679;675;570;651;-73.0283158;-36.9025;0;8.198763;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;682;603;648;633;648;-73.0283158;-36.9025;0;8.198763;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;599;593;695;619;644;-73.0283158;-36.9025;0;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL MECANICA;661;530;686;600;643;-73.0283158;-36.9025;0;8.198763;1;0;0;1;0;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;641;557;686;594;642;-73.0283158;-36.9025;0;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL ELECTRICA;599;592;675;620;635;-73.0283158;-36.9025;0;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;579;645;661;612;628;-73.0283158;-36.9025;0;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;620;608;652;584;627;-73.0283158;-36.9025;0;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;455;635;702;655;623;-73.0283158;-36.9025;0;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;455;650;688;668;621;-73.0283158;-36.9025;0;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;579;564;673;567;617;-73.0283158;-36.9025;0;8.198763;1;0;0;1;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;682;494;589;549;592;-73.0283158;-36.9025;0;8.198763;1;0;0;1;0;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;496;526;648;647;592;-73.0283158;-36.9025;0;8.198763;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;538;484;656;542;584;-73.0283158;-36.9025;0;8.198763;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;579;518;627;553;584;-73.0283158;-36.9025;0;8.198763;1;0;0;1;0;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;517;507;636;580;579;-73.0283158;-36.9025;0;8.198763;0;1;0;1;0;0;0;0;1
