crr_Nom;psu_Nem;psu_Leng;psu_Mate;psu_Cie;psu_Pond;Longitud;Latitud;cred_apr;distancia;F;M;PARTICULAR_SUBVENCIONADO;PARTICULAR_PAGADO;MUNICIPAL;c1;c2;c3;c4
INGENIERIA CIVIL DE MATERIALES;517;446;657;552;575;-73.0283158;-36.9025;0;8.198763;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;558;502;618;468;563;-73.0283158;-36.9025;0;8.198763;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL QUIMICA;744;664;802;751;759;-73.048829;-36.857415;36;3.359337;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;764;688;711;744;726;-73.048829;-36.857415;36;3.359337;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL METALURGICA;661;563;811;666;715;-73.048829;-36.857415;36;3.359337;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL;723;668;702;682;699;-73.048829;-36.857415;36;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;702;579;717;697;690;-73.048829;-36.857415;36;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;682;733;657;749;688;-73.048829;-36.857415;36;3.359337;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;682;646;696;648;678;-73.048829;-36.857415;36;3.359337;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;620;739;671;666;668;-73.048829;-36.857415;36;3.359337;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL BIOMEDICA;647;579;692;666;656;-73.048829;-36.857415;35;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL;818;695;741;724;771;-73.048829;-36.857415;33;3.359337;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL;698;574;735;651;693;-73.048829;-36.857415;33;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL MECANICA;672;591;704;644;672;-73.048829;-36.857415;33;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;661;642;649;688;657;-73.048829;-36.857415;33;3.359337;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL AEROESPACIAL;605;634;677;657;641;-73.048829;-36.857415;33;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;496;563;650;660;600;-73.048829;-36.857415;33;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;764;743;747;743;761;-73.048829;-36.857415;32;3.359337;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;682;590;702;619;673;-73.048829;-36.857415;32;3.359337;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;811;684;738;833;778;-73.048829;-36.857415;30;3.359337;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL;708;697;816;688;748;-73.048829;-36.857415;30;3.359337;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL;744;615;789;662;739;-73.048829;-36.857415;30;3.359337;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;750;692;719;696;732;-73.048829;-36.857415;30;3.359337;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL;682;725;677;655;684;-73.048829;-36.857415;30;3.359337;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;692;615;681;679;680;-73.048829;-36.857415;30;3.359337;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL ELECTRICA;641;590;751;679;678;-73.048829;-36.857415;30;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;682;629;699;634;675;-73.048829;-36.857415;30;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;614;514;651;686;620;-73.048829;-36.857415;30;3.359337;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL INDUSTRIAL;678;579;707;660;676;-73.048829;-36.857415;29;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;651;694;658;664;664;-73.048829;-36.857415;29;3.359337;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL ELECTRONICA;616;606;668;651;637;-73.048829;-36.857415;29;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;805;762;722;762;759;-73.048829;-36.857415;27;3.359337;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;752;705;651;724;714;-73.048829;-36.857415;27;3.359337;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL;698;639;690;697;691;-73.048829;-36.857415;27;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL;721;616;658;704;688;-73.048829;-36.857415;27;3.359337;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL METALURGICA;665;669;704;681;685;-73.048829;-36.857415;27;3.359337;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL METALURGICA;682;635;672;649;667;-73.048829;-36.857415;27;3.359337;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;599;600;667;637;635;-73.048829;-36.857415;27;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;558;542;657;616;609;-73.048829;-36.857415;27;3.359337;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL INDUSTRIAL;692;624;727;703;700;-73.048829;-36.857415;26;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;657;694;679;644;672;-73.048829;-36.857415;25;3.359337;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;777;775;719;660;753;-73.048829;-36.857415;24;3.359337;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL METALURGICA;620;619;850;611;722;-73.048829;-36.857415;24;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL;667;672;707;666;686;-73.048829;-36.857415;24;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL;723;694;651;646;677;-73.048829;-36.857415;24;3.359337;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL ELECTRONICA;694;565;701;640;676;-73.048829;-36.857415;24;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;579;657;717;679;668;-73.048829;-36.857415;24;3.359337;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL BIOMEDICA;599;594;702;723;663;-73.048829;-36.857415;24;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;641;611;681;673;660;-73.048829;-36.857415;24;3.359337;0;1;0;1;0;0;1;0;0
INGENIERiA CIVIL DE MINAS;657;706;624;679;658;-73.048829;-36.857415;24;3.359337;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL - PLAN COMUN;620;591;646;660;633;-73.048829;-36.857415;21;3.359337;0;1;0;1;0;0;0;1;0
INGENIERiA CIVIL DE MINAS;657;612;638;582;640;-73.048829;-36.857415;18;3.359337;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;641;583;658;630;638;-73.048829;-36.857415;18;3.359337;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;626;539;630;651;619;-73.048829;-36.857415;18;3.359337;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;496;583;658;589;596;-73.048829;-36.857415;18;3.359337;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;605;634;677;657;641;-73.048829;-36.857415;17;3.359337;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;502;591;617;685;574;-73.048829;-36.857415;15;3.359337;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL;706;657;704;651;698;-73.048829;-36.857415;13;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;435;670;668;651;548;-73.048829;-36.857415;12;3.359337;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;682;633;646;653;654;-73.048829;-36.857415;3;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;641;602;633;614;628;-73.048829;-36.857415;3;3.359337;1;0;0;1;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;496;580;615;630;582;-73.048829;-36.857415;3;3.359337;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL METALURGICA;579;685;696;631;668;-73.048829;-36.857415;0;3.359337;1;0;0;1;0;0;1;0;0
INGENIERiA CIVIL DE MINAS;637;746;641;711;664;-73.048829;-36.857415;0;3.359337;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;620;646;684;675;661;-73.048829;-36.857415;0;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;682;557;662;630;646;-73.048829;-36.857415;0;3.359337;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;631;606;656;598;634;-73.048829;-36.857415;0;3.359337;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL INFORMATICA;620;591;646;660;633;-73.048829;-36.857415;0;3.359337;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;626;559;658;651;632;-73.048829;-36.857415;0;3.359337;1;0;0;1;0;0;0;1;0
INGENIERIA CIVIL INFORMATICA;538;710;637;600;618;-73.048829;-36.857415;0;3.359337;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL INFORMATICA;538;633;630;639;609;-73.048829;-36.857415;0;3.359337;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;599;598;602;573;599;-73.048829;-36.857415;0;3.359337;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;461;595;634;597;555;-73.048829;-36.857415;0;3.359337;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL MECANICA;631;579;732;714;669;-73.1084534;-36.8438731;40;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;762;762;850;718;801;-73.1084534;-36.8438731;38;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;826;684;747;850;785;-73.1084534;-36.8438731;38;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;805;780;830;807;813;-73.1084534;-36.8438731;36;6.655228;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;785;680;850;812;803;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;744;671;735;721;726;-73.1084534;-36.8438731;36;6.655228;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL METALURGICA;704;657;737;647;714;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;684;762;715;655;711;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;764;638;713;657;706;-73.1084534;-36.8438731;36;6.655228;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;723;697;704;666;702;-73.1084534;-36.8438731;36;6.655228;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;692;543;727;650;685;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;558;614;772;697;684;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;558;648;763;620;673;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;616;586;713;694;655;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;558;647;715;614;650;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL;618;694;794;718;705;-73.1084534;-36.8438731;35;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;616;694;794;692;701;-73.1084534;-36.8438731;35;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;708;639;692;660;694;-73.1084534;-36.8438731;34;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL;785;771;850;825;825;-73.1084534;-36.8438731;33;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL METALURGICA;789;770;719;745;773;-73.1084534;-36.8438731;33;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL;702;766;785;825;767;-73.1084534;-36.8438731;33;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL;672;786;784;778;745;-73.1084534;-36.8438731;33;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL;750;743;696;666;730;-73.1084534;-36.8438731;33;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;661;683;772;721;723;-73.1084534;-36.8438731;33;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL;775;582;681;597;708;-73.1084534;-36.8438731;33;6.655228;1;0;0;1;0;1;0;0;0
INGENIERiA CIVIL DE MINAS;702;685;696;649;693;-73.1084534;-36.8438731;33;6.655228;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;651;685;713;640;681;-73.1084534;-36.8438731;33;6.655228;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL - PLAN COMUN;620;562;692;574;637;-73.1084534;-36.8438731;33;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL AEROESPACIAL;562;589;701;666;625;-73.1084534;-36.8438731;33;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;787;729;658;726;743;-73.1084534;-36.8438731;32;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL ELECTRICA;734;586;718;660;706;-73.1084534;-36.8438731;32;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;708;657;707;611;699;-73.1084534;-36.8438731;32;6.655228;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;702;692;649;662;686;-73.1084534;-36.8438731;32;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;713;586;664;681;682;-73.1084534;-36.8438731;32;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;748;762;727;693;749;-73.1084534;-36.8438731;30;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;738;591;712;745;721;-73.1084534;-36.8438731;30;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL;682;704;681;673;703;-73.1084534;-36.8438731;30;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;682;722;702;641;691;-73.1084534;-36.8438731;30;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;688;559;686;550;661;-73.1084534;-36.8438731;30;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;661;611;646;693;652;-73.1084534;-36.8438731;30;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;620;617;658;627;638;-73.1084534;-36.8438731;30;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;538;568;675;620;616;-73.1084534;-36.8438731;30;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;661;694;679;664;680;-73.1084534;-36.8438731;29;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL AEROESPACIAL;610;579;702;630;641;-73.1084534;-36.8438731;28;6.655228;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;620;623;770;640;701;-73.1084534;-36.8438731;27;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL MECANICA;558;655;729;640;662;-73.1084534;-36.8438731;27;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;659;625;671;619;659;-73.1084534;-36.8438731;27;6.655228;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;599;605;729;586;657;-73.1084534;-36.8438731;27;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;599;600;672;651;640;-73.1084534;-36.8438731;27;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;599;677;651;647;635;-73.1084534;-36.8438731;27;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;760;721;686;679;732;-73.1084534;-36.8438731;24;6.655228;1;0;0;1;0;1;0;0;0
INGENIERiA CIVIL DE MINAS;661;694;722;640;693;-73.1084534;-36.8438731;24;6.655228;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL METALURGICA;599;707;745;674;692;-73.1084534;-36.8438731;24;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL;667;705;706;653;691;-73.1084534;-36.8438731;24;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;682;619;733;611;685;-73.1084534;-36.8438731;24;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL;620;715;715;619;678;-73.1084534;-36.8438731;24;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;605;531;673;609;621;-73.1084534;-36.8438731;24;6.655228;1;0;0;1;0;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;641;527;617;602;609;-73.1084534;-36.8438731;24;6.655228;1;0;0;1;0;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;708;657;633;662;678;-73.1084534;-36.8438731;21;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;599;605;692;634;647;-73.1084534;-36.8438731;21;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL AEROESPACIAL;610;597;691;651;643;-73.1084534;-36.8438731;21;6.655228;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL AEROESPACIAL;583;589;659;629;623;-73.1084534;-36.8438731;21;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;558;641;620;623;607;-73.1084534;-36.8438731;21;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL INDUSTRIAL;682;670;708;655;691;-73.1084534;-36.8438731;20;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;599;657;745;662;671;-73.1084534;-36.8438731;19;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL AEROESPACIAL;593;681;737;675;667;-73.1084534;-36.8438731;18;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;641;617;641;612;633;-73.1084534;-36.8438731;18;6.655228;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;517;579;704;627;627;-73.1084534;-36.8438731;18;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;496;542;633;582;577;-73.1084534;-36.8438731;18;6.655228;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL INFORMATICA;667;650;647;574;652;-73.1084534;-36.8438731;16;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;435;525;639;540;556;-73.1084534;-36.8438731;16;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL ELECTRONICA;573;639;668;626;621;-73.1084534;-36.8438731;15;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;585;576;663;591;606;-73.1084534;-36.8438731;15;6.655228;1;0;0;1;0;0;0;1;0
INGENIERIA CIVIL ELECTRONICA;517;626;657;535;599;-73.1084534;-36.8438731;15;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL INDUSTRIAL;719;746;691;672;718;-73.1084534;-36.8438731;14;6.655228;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;554;634;686;647;622;-73.1084534;-36.8438731;12;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;616;580;636;668;625;-73.1084534;-36.8438731;11;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;620;558;661;628;630;-73.1084534;-36.8438731;6;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;517;660;679;630;628;-73.1084534;-36.8438731;6;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;455;585;657;648;594;-73.1084534;-36.8438731;6;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;605;684;673;644;646;-73.1084534;-36.8438731;3;6.655228;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;517;626;657;535;599;-73.1084534;-36.8438731;3;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;702;508;629;578;641;-73.1084534;-36.8438731;0;6.655228;1;0;0;1;0;0;0;0;1
INGENIERIA CIVIL INFORMATICA;682;657;785;721;730;-73.1084534;-36.8438731;0;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;579;585;733;660;661;-73.1084534;-36.8438731;0;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL ELECTRICA;599;680;702;679;657;-73.1084534;-36.8438731;0;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;637;615;677;615;649;-73.1084534;-36.8438731;0;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;692;620;597;615;646;-73.1084534;-36.8438731;0;6.655228;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;614;591;685;635;641;-73.1084534;-36.8438731;0;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;616;591;685;635;641;-73.1084534;-36.8438731;0;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;587;646;691;626;636;-73.1084534;-36.8438731;0;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;585;624;653;602;636;-73.1084534;-36.8438731;0;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL INFORMATICA;616;580;636;668;625;-73.1084534;-36.8438731;0;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;620;600;649;574;623;-73.1084534;-36.8438731;0;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL ELECTRICA;538;563;679;619;617;-73.1084534;-36.8438731;0;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL INFORMATICA;538;563;679;619;617;-73.1084534;-36.8438731;0;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL AEROESPACIAL;513;565;681;640;600;-73.1084534;-36.8438731;0;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;509;677;671;591;599;-73.1084534;-36.8438731;0;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;523;620;669;602;597;-73.1084534;-36.8438731;0;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;517;537;648;572;587;-73.1084534;-36.8438731;0;6.655228;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;476;596;620;585;575;-73.1084534;-36.8438731;0;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;723;596;813;697;741;-73.1084534;-36.8438731;37;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL BIOMEDICA;620;671;707;667;674;-73.1084534;-36.8438731;37;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL ELECTRONICA;785;747;800;741;779;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL ELECTRICA;744;752;832;629;768;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL METALURGICA;682;658;850;696;756;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;785;695;763;694;748;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;702;774;776;672;742;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;702;703;777;713;738;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;785;674;718;749;733;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;764;682;737;715;732;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;702;717;728;708;717;-73.1084534;-36.8438731;36;6.655228;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;641;603;783;721;711;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;661;695;763;634;708;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;723;678;715;680;706;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;723;581;763;627;705;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL AEROESPACIAL;702;667;708;714;701;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;702;737;666;647;683;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;579;686;763;595;680;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;661;638;708;606;670;-73.1084534;-36.8438731;36;6.655228;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL MECANICA;702;561;686;668;669;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;641;579;688;679;659;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;538;536;618;644;590;-73.1084534;-36.8438731;36;6.655228;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL;785;761;724;672;737;-73.1084534;-36.8438731;33;6.655228;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL;661;629;828;670;733;-73.1084534;-36.8438731;33;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL;723;747;699;677;709;-73.1084534;-36.8438731;33;6.655228;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;682;659;756;664;709;-73.1084534;-36.8438731;33;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;682;710;737;603;699;-73.1084534;-36.8438731;33;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;764;639;682;646;691;-73.1084534;-36.8438731;33;6.655228;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;661;667;718;672;689;-73.1084534;-36.8438731;33;6.655228;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL;702;636;713;631;686;-73.1084534;-36.8438731;33;6.655228;0;1;0;1;0;0;1;0;0
